,contractions,posture_lying,posture_standing,gastric_eating,gastric_normal,gastric_ruminating,gastric_unhealthy,bouts,amount,temperature,activity
2022-02-15 12:00:00,"[7.0, 6.0, 6.0, 5.0, 6.0, 4.0, 5.0, 6.0, 7.0, 6.0, 5.0, 6.0, 6.0, 7.0, 5.0]","[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0]","[0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,39.5,10
2022-02-15 13:00:00,"[5.0, 6.0, 5.0, 6.0, 7.0, 7.0, 6.0, 4.0, 5.0, 6.0, 7.0, 6.0, 6.0, 6.0, 7.0]","[1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1]","[1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,39.4,8
2022-02-15 14:00:00,"[5.0, 4.0, 2.0, 4.0, 5.0, 6.0, 6.0, 5.0, 5.0, 5.0, 5.0, 7.0, 6.0, 7.0, 6.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]","[0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0]","[1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,39.4,10
2022-02-15 15:00:00,"[6.0, 7.0, 6.0, 6.0, 7.0, 8.0, 6.0, 7.0, 6.0, 8.0, 8.0, 6.0, 7.0, 4.0, 5.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,39.4,16
2022-02-15 16:00:00,"[4.0, 4.0, 4.0, 3.0, 6.0, 5.0, 5.0, 5.0, 3.0, 5.0, 6.0, 5.0, 4.0, 4.0, 4.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0,0,39.4,6
2022-02-15 17:00:00,"[6.0, 5.0, 7.0, 5.0, 6.0, 5.0, 5.0, 6.0, 5.0, 7.0, 6.0, 6.0, 6.0, 5.0, 6.0]","[1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1]","[1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,39.4,16
2022-02-15 18:00:00,"[7.0, 6.0, 6.0, 6.0, 8.0, 6.0, 6.0, 7.0, 8.0, 6.0, 7.0, 6.0, 7.0, 7.0, 8.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1]","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,4,39.3,18
2022-02-15 19:00:00,"[7.0, 6.0, 6.0, 5.0, 4.0, 4.0, 4.0, 6.0, 3.0, 6.0, 5.0, 5.0, 4.0, 4.0, 4.0]","[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,39.0,8
2022-02-15 20:00:00,"[4.0, 5.0, 5.0, 5.0, 4.0, 5.0, 7.0, 6.0, 6.0, 4.0, 6.0, 5.0, 4.0, 6.0, 6.0]","[1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,39.4,9
2022-02-15 21:00:00,"[6.0, 7.0, 7.0, 6.0, 5.0, 6.0, 6.0, 7.0, 5.0, 5.0, 6.0, 6.0, 7.0, 6.0, 5.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0]","[0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,39.6,19
2022-02-15 22:00:00,"[5.0, 4.0, 4.0, 6.0, 5.0, 7.0, 6.0, 6.0, 6.0, 5.0, 6.0, 5.0, 5.0, 6.0, 4.0]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]","[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1]","[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,39.6,11
2022-02-15 23:00:00,"[4.0, 3.0, 3.0, 4.0, 3.0, 7.0, 5.0, 5.0, 4.0, 3.0, 4.0, 4.0, 4.0, 3.0, 3.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1]","[1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,39.6,4
2022-02-16 00:00:00,"[3.0, 4.0, 7.0, 6.0, 5.0, 6.0, 4.0, 6.0, 5.0, 7.0, 6.0, 5.0, 6.0, 6.0, 6.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]","[1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1]","[0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,39.6,8
2022-02-16 01:00:00,"[6.0, 6.0, 6.0, 5.0, 6.0, 6.0, 7.0, 6.0, 6.0, 6.0, 8.0, 7.0, 6.0, 5.0, 5.0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]","[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,39.6,15
2022-02-16 02:00:00,"[6.0, 6.0, 5.0, 3.0, 5.0, 4.0, 4.0, 4.0, 3.0, 5.0, 7.0, 5.0, 6.0, 6.0, 8.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1]","[1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,39.6,4
2022-02-16 03:00:00,"[5.0, 4.0, 6.0, 6.0, 7.0, 6.0, 5.0, 5.0, 6.0, 6.0, 4.0, 7.0, 5.0, 7.0, 6.0]","[1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1]","[0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0]","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,39.8,11
2022-02-16 04:00:00,"[5.0, 3.0, 4.0, 5.0, 4.0, 5.0, 5.0, 6.0, 5.0, 5.0, 5.0, 6.0, 4.0, 4.0, 5.0]","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",0,0,39.6,4
2022-02-16 05:00:00,"[5.0, 6.0, 4.0, 4.0, 4.0, 6.0, 5.0, 6.0, 4.0, 4.0, 3.0, 4.0, 2.0, 4.0, 4.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0]","[1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,39.6,4
2022-02-16 06:00:00,"[6.0, 5.0, 5.0, 6.0, 4.0, 6.0, 6.0, 4.0, 6.0, 4.0, 4.0, 5.0, 4.0, 7.0, 8.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,39.4,4
2022-02-16 07:00:00,"[7.0, 7.0, 4.0, 4.0, 5.0, 6.0, 7.0, 6.0, 5.0, 3.0, 4.0, 3.0, 6.0, 4.0, 6.0]","[1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0]","[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0,0,39.4,7
2022-02-16 08:00:00,"[7.0, 5.0, 4.0, 5.0, 4.0, 3.0, 6.0, 2.0, 6.0, 7.0, 6.0, 6.0, 6.0, 7.0, 7.0]","[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]","[1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,39.4,21
2022-02-16 09:00:00,"[6.0, 7.0, 7.0, 7.0, 6.0, 6.0, 7.0, 7.0, 6.0, 7.0, 6.0, 5.0, 5.0, 7.0, 6.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,39.4,24
2022-02-16 10:00:00,"[4.0, 6.0, 7.0, 8.0, 6.0, 7.0, 6.0, 7.0, 7.0, 8.0, 7.0, 7.0, 5.0, 5.0, 4.0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0]","[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,39.6,24
2022-02-16 11:00:00,"[6.0, 6.0, 6.0, 7.0, 8.0, 5.0, 6.0, 5.0, 6.0, 6.0, 7.0, 5.0, 6.0, 6.0, 7.0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,39.8,27
2022-02-16 12:00:00,"[6.0, 6.0, 6.0, 7.0, 7.0, 6.0, 8.0, 7.0, 6.0, 5.0, 6.0, 5.0, 5.0, 6.0, 6.0]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,40.0,12
2022-02-16 13:00:00,"[7.0, 6.0, 5.0, 5.0, 7.0, 6.0, 4.0, 6.0, 5.0, 6.0, 6.0, 4.0, 5.0, 5.0, 6.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1]","[0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,40.2,8
2022-02-16 14:00:00,"[4.0, 4.0, 4.0, 6.0, 4.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 3.0, 3.0, 4.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]","[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,40.2,8
2022-02-16 15:00:00,"[6.0, 6.0, 4.0, 6.0, 8.0, 5.0, 5.0, 6.0, 5.0, 5.0, 5.0, 5.0, 6.0, 5.0, 5.0]","[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1]","[1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,40.1,13
2022-02-16 16:00:00,"[6.0, 6.0, 6.0, 6.0, 7.0, 7.0, 6.0, 6.0, 7.0, 6.0, 5.0, 6.0, 5.0, 6.0, 5.0]","[0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,40.0,10
2022-02-16 17:00:00,"[5.0, 5.0, 4.0, 4.0, 5.0, 6.0, 4.0, 4.0, 5.0, 4.0, 5.0, 4.0, 4.0, 6.0, 4.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,39.9,8
2022-02-16 18:00:00,"[7.0, 4.0, 5.0, 5.0, 5.0, 6.0, 4.0, 7.0, 5.0, 5.0, 5.0, 7.0, 6.0, 7.0, 6.0]","[1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1]","[0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,4,39.8,15
2022-02-16 19:00:00,"[8.0, 6.0, 6.0, 5.0, 7.0, 7.0, 7.0, 5.0, 6.0, 6.0, 6.0, 8.0, 5.0, 5.0, 6.0]","[0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,3,39.8,22
2022-02-16 20:00:00,"[7.0, 7.0, 6.0, 6.0, 6.0, 6.0, 4.0, 6.0, 5.0, 5.0, 5.0, 6.0, 6.0, 4.0, 5.0]","[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,39.8,13
2022-02-16 21:00:00,"[5.0, 5.0, 5.0, 5.0, 3.0, 6.0, 6.0, 7.0, 7.0, 4.0, 6.0, 4.0, 6.0, 6.0, 5.0]","[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1]","[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]","[1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,39.8,10
2022-02-16 22:00:00,"[6.0, 4.0, 4.0, 4.0, 5.0, 3.0, 4.0, 6.0, 7.0, 7.0, 4.0, 6.0, 4.0, 5.0, 5.0]","[0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,39.8,14
2022-02-16 23:00:00,"[6.0, 5.0, 5.0, 4.0, 4.0, 6.0, 6.0, 5.0, 5.0, 5.0, 6.0, 4.0, 4.0, 5.0, 5.0]","[1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,39.8,9
2022-02-17 00:00:00,"[5.0, 6.0, 5.0, 4.0, 4.0, 4.0, 4.0, 6.0, 5.0, 4.0, 4.0, 4.0, 4.0, 4.0, 6.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1]","[1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,39.8,4
